uuid,identifier,createdBy,Date,Type,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositioninTheLandscape,ProminenceNote,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,Notes,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.00E+18,8347,Adela Sobotkova,13-Sep,Burial Mound,Legacy verification,was 9225,Pasture,grassland,Pasture,grassland,Hilltop,,42.51431229,26.56659373,4706973.297,464396.7761,3,47,,North,,files/app/d9defc0a-a23d-4a32-a87a-dc43dca60335_image-1505282459720.original.jpg,1.2,17,NA,NA,,,,,No,,,1 - pristine,Post-depositional,,1 - full,Post-depositional,,Unknown,,,,,POINT(464396.776063 4706973.297402)
1.00E+18,8348,Adela Sobotkova,13-Sep,Burial Mound,Legacy verification,was 9223,Pasture,grassland,Pasture,grassland,Hilltop,,42.51400412,26.56599884,4706939.328,464347.732,3,48,,West,#204,files/app/fcdd1199-c5de-4a48-b7fc-21b5d279e927_image-1505282918784.original.jpg,1.5,15,1,NA,,,,,No,,,2 - minor damage,Looting,,1 - full,Looting,,Unknown,,"[01,round,2,0.5, overgrown]",,files/app/35e92e1f-3861-4b3c-a9c4-59d366a1d83b_image-1505283237121.original.jpg,POINT(464347.731969 4706939.328214)
1.00E+18,8130,Bara Weissova,13-Sep,Burial Mound,Survey,,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.42704147,26.65917435,4697248.18,471963.125,3,32,,South,,files/app/4ed530f3-50f5-4cb4-a926-60228148d418_image-1505283742747.original.jpg,2.5,35,NA,30,,,,,No,,,3 - damaged,Looting,potential road cut,2 - good,Looting,,Unknown,,"01,rectangle,1.5,1, 0.5,manual excavation; 02,rectangle,3,2, 0.5, manual excavation",,files/app/042b6a64-79be-474d-bcb3-1ed95c8bc5d6_image-1505283672023.original.jpg - files/app/d14f3c77-c8b7-4112-9570-795c57d98e8c_image-1505283852350.original.jpg,POINT(471963.124999 4697248.179696)
1.00E+18,8349,Adela Sobotkova,13-Sep,Burial Mound,Legacy verification,was 9222,Pasture,grassland,Pasture,grassland,Hilltop,,42.51381987,26.56613375,4706918.812,464358.7094,3,49,,West,#205,files/app/d55d279a-5575-4f0d-820f-8f68a1f56214_image-1505283360968.original.jpg,1.75,17,NA,NA,,,,,No,,,2 - minor damage,Looting,,1 - full,Looting,,Unknown,,"[01,round,2,0.7, overgrown with modern tiles]",,,POINT(464358.709393 4706918.812094)
1.00E+18,8350,Adela Sobotkova,13-Sep,Burial Mound,Legacy verification,was 9226,Pasture,grassland,Pasture,grassland,Hilltop,,42.5140243,26.56454981,4706942.18,464228.7082,3,50,,Northwest,#206,files/app/3ad83d2c-1cb4-4b54-9e5a-fe0eda7096c5_image-1505283810603.original.jpg,1.2,18,NA,NA,,,,,No,,,2 - minor damage,Post-depositional,,1 - full,Post-depositional,,Not relevant,,"[01,round,3,0.6, overgrown]",,files/app/a73895fc-fe46-4d20-8752-a7d1ca0742fe_image-1505284037965.original.jpg,POINT(464228.708245 4706942.179848)
1.00E+18,9555,Vera Dolezalkova,13-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.39734979,26.07527418,4694309.173,423894.3904,3,62,,South,photo#25,files/app/44f8d453-97f4-4b60-8a93-ef28937a60ff_image-1505283877290.original.jpg,0.9,17,NA,15,,,,,No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(423894.390429 4694309.172601)
1.00E+18,8131,Bara Weissova,13-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.42983191,26.66345402,4697556.618,472316.4059,3,33,,Southeast,"local hilltop, overlooking Pobeda",files/app/172d072c-39eb-43cd-b3d4-57b293956a34_image-1505285099623.original.jpg,1.8,30,NA,25,,,Other,"white mortar in the animal hole, prove of a disturbed grave",No,,,4 - seriously damaged,Looting,construction and animal activity,4 - minimal,Looting,,Unknown,,"01,rectangle, 10,4, 1.5, manual excavation; 02,irregular, 4,2, 1.8,hole; 03, rectangle, 10,4, 1.8, manual excavation",,files/app/29490ab6-1832-499f-9a28-7622edf7d948_image-1505285290906.original.jpg - files/app/42b50fe4-6bc9-41f9-8fbf-da8641996409_image-1505285249871.original.jpg - files/app/720086ea-a07f-4886-bf69-40dde5e043ff_image-1505285215005.original.jpg,POINT(472316.40587 4697556.618444)
1.00E+18,9556,Vera Dolezalkova,13-Sep,Surface Scatter,Legacy verification,200*200m scatter,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.40331768,26.07898993,4694968.514,424207.3856,3,63,,No Observation,photo 26,files/app/f33ab24b-32c5-42a5-ad8d-9c5e46d4bb70_image-1505285055190.original.jpg,0,200,NA,200,,,Artefact scatter,poss. roman pottery,No,,,2 - minor damage,No observation,,No observation,Agriculture,,Last month,,,,,POINT(424207.385641 4694968.513763)
1.00E+18,8351,Adela Sobotkova,13-Sep,Burial Mound,Legacy verification,"hilltop mound with geodetic marker, was 9227",Scrub,,Pasture,grassland,Hilltop,,42.51240266,26.55310393,4706767.006,463287.5029,3,51,164.1,Southwest,#211-213,files/app/d60ab4e0-4ab9-467b-8466-1fb19c641ae6_image-1505285242946.original.jpg,3,30,NA,NA,,,,,No,,,2 - minor damage,Post-depositional,looting,1 - full,Looting,,Last month,,"[01,rect,3,2,1,fresh RT on top of mound;02, crescent,10,7,2,old overgrown Rt]",,files/app/4d50ad7f-2750-4d7f-9787-1e4ee6bd7206_image-1505285665439.original.jpg,POINT(463287.502946 4706767.006287)
1.00E+18,9557,Vera Dolezalkova,13-Sep,Burial Mound,Legacy verification,abandoned vineyard,Perennial agriculture,e.g orchard or vineyard,Perennial agriculture,e.g orchard or vineyard,Valley Bottom or Plain,,42.40454493,26.08309879,4695101.128,424546.9891,3,64,,North,photo#27,files/app/7129af7d-6240-422c-bb11-a5803efb4aba_image-1505285672812.original.jpg,1.6,17,NA,15,,,,,No,,,2 - minor damage,Agriculture,,4 - minimal,Agriculture,,Unknown,,,,,POINT(424546.989125 4695101.127631)
1.00E+18,8132,Bara Weissova,13-Sep,Burial Mound,Legacy verification,kurgan Dzhibunyaka,Pasture,grassland,Pasture,grassland,Hilltop,,42.43187987,26.66368417,4697783.944,472336.2387,3,34,279.9,West,"located in a military base, general allowed us to record it but without taking pictures",files/app/337f75ab-5c63-4451-8e29-fa74645cd61b_image-1505286237015.original.jpg,4.5,35,NA,35,,,,,No,,,2 - minor damage,Construction,,1 - full,Other,specify in Annotation) (military watch tower),Unknown,,,watchtower on top,,POINT(472336.238714 4697783.94358)
1.00E+18,9558,Vera Dolezalkova,13-Sep,Burial Mound,Legacy verification,,Perennial agriculture,e.g orchard or vineyard,Perennial agriculture,e.g orchard or vineyard,Valley Bottom or Plain,,42.40225057,26.08952904,4694840.676,425073.4164,3,65,,North,photo#28-29,files/app/8737d379-3679-409d-b2b6-6b05b974b514_image-1505286480992.original.jpg,1.5,25,NA,24,,,,,No,,,3 - damaged,Agriculture,looting,3 - impaired,Looting,,Unknown,,"[01, oval, 4, 2, 0.8, 4 quartz stones pulled from trench ",southern half of the mound crossed by road in east west direction,files/app/b0e4f34f-f59c-4889-a03c-b7010119ce69_image-1505286636615.original.jpg,POINT(425073.416422 4694840.676182)
1.00E+18,8133,Bara Weissova,13-Sep,Burial Mound,Legacy verification,,Other,explain in notes,Other,explain in notes,Hilltop,,42.42313179,26.6553268,4696815.336,471644.8571,3,35,244.6,South,graveyard,files/app/4749f4b5-62ab-4719-b05b-efbae2920841_image-1505287549635.original.jpg,1,45,NA,40,,,,,No,,,2 - minor damage,Other,,2 - good,Other,specify in Annotation) (graveyard ),Last year,,,human activity due to location next to village,files/app/bb15a942-6e2e-4216-a08d-aed6ad0b7934_image-1505287459223.original.jpg,POINT(471644.857138 4696815.336412)
1.00E+18,8352,Adela Sobotkova,13-Sep,Burial Mound,Legacy verification,was 9258,Annual agriculture,,Annual agriculture,,Upper slope,,42.50452086,26.53949379,4705897.801,462164.6753,3,52,,South,#239,files/app/3b9f7221-2bce-49fa-a083-654f0d035f99_image-1505288373098.original.jpg,1.3,24,NA,NA,,,,some Roman red fineware rims in vicinity,No,,,2 - minor damage,Agriculture,dirt road goes through,3 - impaired,Agriculture,,Last month,,,,,POINT(462164.675252 4705897.801363)
1.00E+18,8134,Bara Weissova,13-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.4331409,26.64800169,4697929.193,471046.8504,3,36,,West,,files/app/846e3460-f611-434d-8a4b-c5392a582236_image-1505288918697.original.jpg,1.8,35,NA,30,,,,,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"01,irregular,10,4, 1.5, manual excavation; 02,irregular,12,5,1.8, manual excavation",rubbish dumped directly next to mound western side,files/app/15e14626-c710-4da4-9649-d7159c896ce1_image-1506165129401.original.jpg - files/app/4c9d0013-0c85-48eb-8e12-2aec48a8ffbf_image-1505289040507.original.jpg - files/app/4d30565a-7b62-4a0c-ae49-cba9191f4d0a_image-1505289073500.original.jpg,POINT(471046.850444 4697929.193262)
1.00E+18,8353,Adela Sobotkova,13-Sep,Burial Mound,Legacy verification,"was  9257, local maximum",Annual agriculture,,Pasture,grassland,Hilltop,local maximum,42.50394332,26.53938471,4705833.721,462155.3655,3,53,,Southwest,,files/app/bbf36f8c-5fe6-4593-9260-39544ef81e18_image-1505288778637.original.jpg,3.2,25,NA,NA,,,,,No,,,2 - minor damage,Looting,agriculture,2 - good,Looting,,Unknown,,"[01,round,4,1,on top in the centre;02,2,1,1,see side]",,files/app/d68bcd80-e55a-4ff9-9adf-2cf0a3ef691d_image-1505289107015.original.jpg,POINT(462155.365455 4705833.720766)
1.00E+18,9559,Vera Dolezalkova,13-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,42.39596024,26.09689719,4694135.739,425672.354,3,66,,East,photo #30,files/app/628c1aaa-2014-473c-989d-16cfcca26486_image-1505289039266.original.jpg,0.8,15,NA,15,,,,,No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(425672.353963 4694135.738917)
1.00E+18,8135,Bara Weissova,13-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.433734,26.65042959,4697994.225,471246.8257,3,37,,West,,files/app/c3c26d5d-787a-4bb3-87fb-62ec3f9d6653_image-1505289637638.original.jpg,1,25,NA,13,,,,,No,,,4 - seriously damaged,Looting,,5 - none or nearly none,Looting,,Unknown,,"01, rectangle, 35,5,1, manual excavation",,files/app/255a1a0c-bcb6-4ed1-bdb1-10836c5a4cac_image-1505289696590.original.jpg - files/app/58a911b9-6131-4a2b-8224-031aaa3fe786_image-1506165168908.original.jpg,POINT(471246.825745 4697994.224684)
1.00E+18,8136,Bara Weissova,13-Sep,Burial Mound,Legacy verification,"Northern edge of mound is dirt road, western edge agricultured, elevation marker on the top",Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.43184224,26.64428467,4697786.268,470740.5076,16,38,260.8,West,mound located on square with point,files/app/2e581e92-5ad5-455a-aadd-954ef81c18d7_image-1505290612153.original.jpg,1.8,45,NA,40,,,,,No,,,2 - minor damage,Other,,2 - good,Other,specify in Annotation) (rubbish),Unknown,,,rubbish on east side of mound,,POINT(470740.507581 4697786.267793)
1.00E+18,9560,Vera Dolezalkova,13-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.3882081,26.10022728,4693272.051,425937.3164,3,62,,East,photo#31,files/app/c1854394-42f4-479f-8cb9-c6953330f1e2_image-1505291000153.original.jpg,1.3,40,NA,40,,,,,No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(425937.316427 4693272.050786)
1.00E+18,8354,Adela Sobotkova,13-Sep,Burial Mound,Legacy verification,,Perennial agriculture,e.g orchard or vineyard,Pasture,grassland,Hilltop,,42.50703375,26.55461101,4706170.197,463408.1784,3,54,,Northeast,#241,files/app/fceec07d-01c8-47e1-b661-ab471385b697_image-1505291389296.original.jpg,1,20,NA,NA,,,,,No,,,2 - minor damage,Road cut,age and tiny looting(1m shallow hole),3 - impaired,Infrastructure,,Unknown,,,,,POINT(463408.178361 4706170.196633)
1.00E+18,8355,Adela Sobotkova,13-Sep,Burial Mound,Legacy verification,"200231, new mound",Perennial agriculture,e.g orchard or vineyard,Scrub,,Hilltop,,42.50733415,26.55450363,4706203.599,463399.5321,3,55,,North,#242,files/app/5e139eaa-e4b5-408d-8eb8-a0a7322bffcb_image-1505291652065.original.jpg,2,26,NA,NA,,,,modern rubble,No,,,2 - minor damage,Other,,2 - good,Urban development,,Unknown,,,"modern construction debris piled on top, picture in the next mound; refuse",,POINT(463399.532079 4706203.599134)
1.00E+18,8137,Bara Weissova,13-Sep,Burial Mound,Legacy verification,,Scrub,,Pasture,grassland,Valley Bottom or Plain,,42.41292503,26.64195044,4695686.559,470539.6489,3,39,,Southwest,at the edge of a dam full of water,files/app/db828a69-b8ff-492e-842e-4eafbc80048b_image-1505291928685.original.jpg,0.3,20,NA,15,,,,,No,,,5 - extinct or near extinct,Construction,,5 - none or nearly none,Unknown,,Unknown,,,"covered with rubbish, next to dam",,POINT(470539.648914 4695686.559089)
1.00E+18,9561,Vera Dolezalkova,13-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,42.39400138,26.10688994,4693909.538,426492.5031,3,68,,East,photo #32-35,files/app/265230c1-823a-4b4c-91ff-96dec86fc45d_image-1505292444771.original.jpg,5,35,NA,30,,,,,No,,,3 - damaged,Looting,,4 - minimal,Looting,,Last year,,"[01,  circular, 4, 4, 1.6; 02, oblong, 8, 1.5, 0.8; 03, rectangular, 2, 1, 0.6] ",,files/app/0d2ef5e3-f0c2-4466-8626-31b1cba0f18b_image-1505292071012.original.jpg - files/app/2a062938-1a13-47de-8719-0afe28c8e601_image-1505292245356.original.jpg - files/app/3c1a64d3-2b35-4e23-8154-c285c979f710_image-1505292654641.original.jpg - files/app/ba2b15a8-dffc-4e8c-a71e-70c83ede26b0_image-1505292155932.original.jpg,POINT(426492.503071 4693909.538426)
1.00E+18,8356,Adela Sobotkova,13-Sep,Burial Mound,Legacy verification,,Perennial agriculture,e.g orchard or vineyard,Pasture,grassland,Hilltop,,42.50717332,26.55512627,4706185.471,463450.5921,3,56,,East,,files/app/3544119b-c8b6-4642-902e-a7f0a925a49a_image-1505291997175.original.jpg,2,26,NA,20,,,,,No,todor thinks Roman,,1 - pristine,Looting,,1 - full,Looting,,Unknown,,"[01,round,1.5,0.5]",,files/app/50db04b7-a48a-4cd4-aa8d-921ec783d6e4_image-1505292236147.original.jpg,POINT(463450.592052 4706185.471396)
1.00E+18,9562,Vera Dolezalkova,13-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.3929786,26.10826665,4693794.781,426604.6222,3,69,,East,photo#36-37,files/app/af3b4af5-bcab-48e2-87df-44836060523d_image-1505292909562.original.jpg,2,18,NA,14,,,,,No,,,3 - damaged,Looting,agriculture,4 - minimal,Agriculture,,Last year,,"[01,  circular, 4, 3.5, 0.9] ",,files/app/b0a9e5c6-5168-4f2e-aa2c-d6ad8bb0b91c_image-1505292996780.original.jpg,POINT(426604.622211 4693794.781267)
1.00E+18,9563,Vera Dolezalkova,13-Sep,Other,Legacy verification,"settlement mound, height is hard to be determined",Pasture,grassland,Scrub,,Valley Bottom or Plain,,42.38931349,26.11273756,4693383.964,426968.3603,3,70,206,South,"photo 38, GPS also taken at the foot of the mound",files/app/b1cd71bc-cbf4-415a-bf93-3959dea08830_image-1505294277672.original.jpg,10,100,NA,90,,uncertain height,,,No,,,2 - minor damage,Post-depositional,"tall dense scrub,impossible to climb up",3 - impaired,Not available,,Unknown,,"not possible to explore as the brush and scrub are very dense,impossible to walk through",,,POINT(426968.360275 4693383.964234)
1.00E+18,8138,Bara Weissova,13-Sep,Extinct Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.42336052,26.60915487,4696857.181,467846.5544,3,40,,South,,files/app/1c87354b-2bbc-4a56-a3a9-1b4800038969_image-1505294770409.original.jpg,0.3,40,NA,35,,,Artefact scatter,Pottery,No,Roman,files/app/1913d5c7-c012-4a43-9d7c-310ad3d41469_image-1505294687576.original.jpg,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(467846.554421 4696857.181172)
1.00E+18,8357,Adela Sobotkova,13-Sep,Burial Mound,Legacy verification,large mound with geodetic marker,Pasture,grassland,Pasture,grassland,Hilltop,,42.50909979,26.57634437,4706390.457,465194.8752,3,57,195.2,Southeast,#253,files/app/e73d4434-568b-46f0-9ff4-4e5d081edaf5_image-1505294737269.original.jpg,3,32,2,NA,,,,,No,,,1 - pristine,No observation,,1 - full,No observation,,Not relevant,,,,,POINT(465194.875234 4706390.457469)
1.00E+18,9564,Vera Dolezalkova,13-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Scrub,,Valley Bottom or Plain,,42.38453949,26.11649632,4692850.647,427272.2396,3,71,,North,photo#39,files/app/99679b0e-39cc-4c01-a343-55f86a0a42a0_image-1505295323345.original.jpg,1.4,24,NA,20,,,,some modern holes and animals holes,No,,,3 - damaged,Post-depositional,,3 - impaired,Animal activity,,Last year,,,,,POINT(427272.239627 4692850.646958)
1.00E+18,9565,Vera Dolezalkova,13-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.38423405,26.11656827,4692816.671,427277.8098,4,72,,East,photo#40,files/app/b0858110-bb9b-44cd-87fd-6b03bd739bf8_image-1505295483999.original.jpg,0.5,20,NA,18,,,,,No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(427277.809792 4692816.670709)
1.00E+18,9566,Vera Dolezalkova,13-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,42.38392561,26.11657043,4692782.42,427277.632,3,73,203.5,South,photo#41-45,files/app/2012cb98-dde5-490d-9e4b-903435a89b87_image-1505296508134.original.jpg,6,40,NA,40,,,,,No,,,4 - seriously damaged,Looting,,3 - impaired,Looting,,Last year,,"[01, rectangular, 2.5, 1.5, 2.5, fresh  stratigraphy; 02,  oval, 3.5, 1.5, 1.9, upper stratigraphic layer ",,files/app/18580669-8fcd-4964-9c6c-97893dda7d5e_image-1505296147019.original.jpg - files/app/4507f98a-4296-4f37-9dc1-1c06d2bb8946_image-1505296256046.original.jpg - files/app/710e079a-ead2-47ab-90e6-b5821034efa2_image-1505295806319.original.jpg - files/app/ac26022d-2b5c-460c-a68b-46fa9a9eedb9_image-1505313274013.original.jpg,POINT(427277.632017 4692782.41994)
1.00E+18,8139,Bara Weissova,13-Sep,Extinct Burial Mound,Legacy verification,levelled in 70th of the 20th century based on local informant,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.42389498,26.60477211,4696918.195,467486.276,3,41,,East,,files/app/703e3e67-f9f8-49f8-82c1-3b2cae3301c4_image-1505296249810.original.jpg,0,0,0,0,,,,,No,,,5 - extinct or near extinct,Construction,,5 - none or nearly none,Unknown,,Unknown,,,,,POINT(467486.276025 4696918.194782)
1.00E+18,8140,Bara Weissova,13-Sep,Extinct Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Upper slope,,42.43780573,26.59530396,4698466.478,466714.7315,3,,,West,,files/app/16e8eb06-4231-43c7-8386-2f4aefb6f10c_image-1505297466954.original.jpg,0,0,0,0,,,,,No,,,5 - extinct or near extinct,Construction,,5 - none or nearly none,Infrastructure,,Unknown,,,,,POINT(466714.731518 4698466.478464)
1.00E+18,8358,Adela Sobotkova,13-Sep,Extinct Burial Mound,Legacy verification,extinct mound with a extensive pottery scatter,Annual agriculture,,Annual agriculture,,Lower slope,,42.50889887,26.56291915,4706373.745,464091.8189,3,58,,East,#259-260,files/app/fc1bcd00-dd08-4951-9fd4-25dc7af6671e_image-1505297645631.original.jpg,0,0,NA,NA,,,Artefact scatter,"fw red thin and medium thick walled pottery, lots of red stone, bricks and tile within ashy unit",Yes,,files/app/b68b5ffd-91ac-4c8f-b27e-80e291289bbc_image-1505297784845.original.jpg,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(464091.818887 4706373.745243)
1.00E+18,9567,Vera Dolezalkova,13-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.38421287,26.13229737,4692800.979,428572.5807,3,74,,East,photo 46,files/app/486380ba-db43-4bcf-83c9-5114c7dfd579_image-1505298154746.original.jpg,0.8,18,NA,18,,,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(428572.580737 4692800.979248)
1.00E+18,8142,Bara Weissova,13-Sep,Burial Mound,Legacy verification,elevation marker on top,Pasture,grassland,Pasture,grassland,Hilltop,,42.443048,26.600645,,,3,42,217.6,West,,files/app/8a1d9f84-8b56-4811-b808-145f22190e68_image-1505298828371.original.jpg,4,40,NA,35,,,,,No,,,2 - minor damage,Looting,,2 - good,Looting,,Unknown,,"01,irregular, 4,8,1.5, manual excavation; 02, irregular, 1.5, 0.5, manual excavation; 03,irregular, 2,3, 0.5, manual excavation; 04, irregular, 13,6, 4, likely made by machine; 05, irregular, 10,4, 4, likely made by machine; 06,irregular, 2.5, 0.5, manual excavation",,files/app/3a6f3323-f5bd-4e49-ab52-212f3eccc201_image-1505298760483.original.jpg - files/app/4b1ffadf-077e-405a-970d-8cf49bc38f8e_image-1505308475116.original.jpg,POINT(467084.775578 4698742.866633)
