uuid,identifier,BurialMoundAuthor,TypeClean,Type Note,HeightMax,DiameterMax,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,MoundID,Date,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositionInTheLandscape,MoundProminence,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,NotesAndPhotoID,Photo,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1000081664434048096,9973,Mathias Kaas,Burial Mound,,5,50,Mathias Kaas,2022-09-29 06:47:41.135 GMT,Mathias Kaas,2022-09-29 06:47:41 GMT,9973,29 Sep,Legacy verification,"Big overploughed mound in harrowed field, located 50 m south of railway and dirtroad. The western most ,outdoor in the necropolis. 
Situated on a ridge, on the ridge it is 5 m above the railway.
Easily accessible on visible 
Excellent surface visibility.",Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,High,42.598633333333325,26.772985000000002,4716270.251187318,481376.39564756723,1.2,092,158,North,640 to 641,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9973_1.jpg''}}",2.8,NA,,5 m  above the railway,,"Few fragments found on top of mound, similar in nature as previous pieces. Around the mound, scatter of pottery, see 9972.",No,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last month,,none,,,POINT(481376.395648 4716270.251187)
1000031664434465885,8681,Verka Dolezalkova,Burial Mound,,2,37,Verka Dolezalkova,2022-09-29 06:54:31.069 GMT,Verka Dolezalkova,2022-09-29 06:58:27 GMT,8681,29 Sep,Legacy verification,series of mounds located on the ridge north of Thrakijska magistrala ,Pasture,grassland,Pasture,grassland,Hilltop,Medium,42.554415,26.761703333333337,4711362.785017805,480437.06593913183,2.2,091,,Northwest,0031-0034,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8681_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8681_2.jpg''}}",NA,NA,,,,,No,,,4 - seriously damaged,Looting,,3 - impaired,Looting,,Unknown,,"1RT: cut from south foot to the center, 6x10m, 2m deep
2RT: ov",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8681_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8681_2.jpg''}}",POINT(480437.065939 4711362.785018)
1000081664434887019,9974,Mathias Kaas,Burial Mound,,7,48,Mathias Kaas,2022-09-29 07:01:55.697 GMT,Mathias Kaas,2022-09-29 07:19:03 GMT,9974,29 Sep,Legacy verification,"Compact and conical 6m mound with geodetic marker on top and with pasture on top located in harrowed field.  Scrubby bushes of the northern foot.
7 m deep Rt in the off center to the south.",Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,Super prominent,42.598331666666674,26.773946666666667,4716236.542824663,481455.19837105,1.2,093,158,Northeast,648 to 654,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9974_1.jpg''}}",NA,NA,,,,none,No,,,3 - damaged,Looting,Animal burrowing on the south side.,2 - good,Looting,,Unknown,,"01, round, 2m, 6m deep, manually excavated, goes to the base of the mound. Deep and dangerous, nothing to see in the profile.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9974_1.jpg''}}",POINT(481455.198371 4716236.542825)
1000031664435067642,8682,Verka Dolezalkova,Burial Mound,,5,46,Verka Dolezalkova,2022-09-29 07:04:32.815 GMT,Verka Dolezalkova,2022-09-29 07:11:03 GMT,8682,29 Sep,Legacy verification,series of mounds on the ridge south of Thrakijska magistrala ,Pasture,grassland,Pasture,grassland,Hilltop,Super prominent,42.553365,26.762673333333336,4711245.969804023,480516.37139872415,3.7,092,,South,0037,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8682_1.jpg''}}",NA,NA,,,,modern pile of garbage,No,,,3 - damaged,Construction,military trench around ,3 - impaired,Urban development,,Last month,,modern trench with a fireplace and full of modern garbage cut along the west slope of the mound ,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8682_1.jpg''}}",POINT(480516.371399 4711245.969804)
1000031664435512779,8683,Verka Dolezalkova,Burial Mound,,4,49,Verka Dolezalkova,2022-09-29 07:11:57.948 GMT,Verka Dolezalkova,2022-09-29 07:17:14 GMT,8683,29 Sep,Legacy verification,series of mounds on the ridge south of the Thrakijska magistrala ,Pasture,grassland,Pasture,grassland,Hilltop,Super prominent,42.55273833333334,26.764043333333333,4711176.070784563,480628.64951478457,2.0,093,,North,0041-0044,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8683_1.jpg''}}",NA,NA,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Last year,,"1Rt on the top, 2x1.5, 0.5m deep, 
2Rt large cut through half of the mound, leading from North foot up to the center
both old overgrown trenches",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8683_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8683_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8683_3.jpg''}}",POINT(480628.649515 4711176.070785)
1000031664436092596,8684,Verka Dolezalkova,Burial Mound,,3,41,Verka Dolezalkova,2022-09-29 07:21:37.771 GMT,Verka Dolezalkova,2022-09-29 07:29:36 GMT,8684,29 Sep,Legacy verification,series of mounds on the ridge south of Thrakijska magistrala ,Pasture,grassland,Pasture,grassland,Hilltop,High,42.552585,26.7647,4711158.89476741,480682.51266293146,1.9,094,,North,0045-0050,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8684_1.jpg''}}",NA,NA,,,Artefact scatter,"2 tiny Roman sherds, fine ware",No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8684_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8684_2.jpg''}}",3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8684_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8684_2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8684_3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8684_4.jpg''}, ''5'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/8684_5.jpg''}}",POINT(480682.512663 4711158.894767)
1000081664436447407,9975,Mathias Kaas,Burial Mound,,5,27,Mathias Kaas,2022-09-29 07:27:32.940 GMT,Mathias Kaas,2022-09-29 07:42:04 GMT,9975,29 Sep,Legacy verification,"Compact semi conical mound covered in pasture on top and harrowed field around. Easily accessible and perfectly visible, south of the dirtroad and railway. Scrub patches on the east and north foot.",Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,Super prominent,42.59733333333334,26.774481666666663,4716125.570279549,481498.79300616845,1.4,094,159,Northeast,"655, 657, 659 to 661.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9975_1.jpg''}}",NA,NA,,,,none,No,,,3 - damaged,Looting,"Animal burrows both on east and west side of the mound, if not animal burrows, maybe collapsed RT''s

Agriculture around  ploughing the foot.",3 - impaired,Looting,,Unknown,,"01, round, 4 m, 4m, manually excavated,  with grass inside, collapsed and old.",,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/CRMPhotos/9975_1.jpg''}}",POINT(481498.793006 4716125.57028)
1000081664437743708,9976,Mathias Kaas,Burial Mound,,4.5,40,Mathias Kaas,2022-09-29 07:49:12.115 GMT,Mathias Kaas,2022-09-29 07:57:15 GMT,9976,29 Sep,Legacy verification,Round mound at the edge of a Scrubby area that goes in to the field. No visible damage except vegetation.The scrub circles the mound.,Annual agriculture,Scrub to the north side,Pasture,grassland (With 5 trees on top,Valley Bottom or Plain,Super prominent,42.598823333333335,26.775436666666664,4716290.8124167565,481577.57881207886,3.9,095,159,Northeast,664 to 666,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9976_1.jpg''}}",NA,NA,,,,none,No,,,1 - pristine,Post-depositional,Animal burrows on the east side.,1 - full,Post-depositional,,Unknown,,none,,,POINT(481577.578812 4716290.812417)
1000031664438426052,8685,Verka Dolezalkova,Burial Mound,,1,27,Verka Dolezalkova,2022-09-29 08:00:31.241 GMT,Verka Dolezalkova,2022-09-29 08:00:31 GMT,8685,29 Sep,Legacy verification,"ploughed over,  south from the road connecting Malenovo and Atolovo",Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,Low,42.563165,26.756891666666668,4712335.505549212,480044.8408567313,9.0,095,,Northeast,0062-0065,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8685_1.jpg''}}",NA,NA,,,Artefact scatter,"dense scatter of early Iron age hand-made pottery. 2 sherds per square meter, 150m radius of a scatter from the top of the mound",No,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8685_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/AssociatedFeatureOrMaterialPhoto/8685_2.jpg''}}",4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,no observation ,,,POINT(480044.840857 4712335.505549)
1000081664439371896,9977,Mathias Kaas,Burial Mound,,3.6,32,Mathias Kaas,2022-09-29 08:16:16.887 GMT,Mathias Kaas,2022-09-29 08:16:16 GMT,9977,29 Sep,Legacy verification,"Round mound at the edge of a scrub, 50 m south of the railway.
Scrub around to the north and west, with harrowed field to the south and east.",Scrub,,Pasture,grassland,Valley Bottom or Plain,Super prominent,42.599466666666665,26.77672166666667,4716361.969657189,481683.18436772266,1.2,096,157,Northwest,670 to 671,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9977_1.jpg''}}",NA,NA,,,,none,No,,,1 - pristine,Post-depositional,,1 - full,Post-depositional,,Unknown,,none,,,POINT(481683.184368 4716361.969657)
1000081664439974220,9978,Mathias Kaas,Burial Mound,,3.7,28,Mathias Kaas,2022-09-29 08:26:21.321 GMT,Mathias Kaas,2022-09-29 08:26:21 GMT,9978,29 Sep,Legacy verification,"Round conical mound with Scrubby patch to the northeast. with irregular and east slanting top possibly due to old overgrownrts or sacking due to animal burrowing.
",Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,Super prominent,42.599485,26.778055000000002,4716363.717744352,481792.57081272185,2.1,097,159,Northeast,673 to 674,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9978_1.jpg''}}",NA,NA,,,,"Light pottery scatter to the west of the mound, red thick walled fineware. thick, but isles gw? 


none on the top.",No,,,2 - minor damage,Animal activity,,1 - full,Animal activity,,Unknown,,possible none,,,POINT(481792.570813 4716363.717744)
1000081664440964052,9979,Mathias Kaas,Extinct Burial Mound,,0.4,40,Mathias Kaas,2022-09-29 08:43:12.870 GMT,Mathias Kaas,2022-09-29 08:43:12 GMT,9979,29 Sep,Legacy verification,"Last marked point in the gastite mogili locale, eastern-most, visible only thanks to the fresh harrowing on top of the mound. Slight soil mark. Excellent surface visibility but no finds. Soft ashy soil",Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,Low,42.599916666666665,26.77996,4716411.242260257,481948.9736225101,1.3,098,152,East,678 to 680,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9979_1.jpg''}}",NA,NA,,"Ploughed in to nothing, sprawling hence the diameter.",,none,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last week,,none,,,POINT(481948.973623 4716411.24226)
1000031664441179500,8686,Verka Dolezalkova,Extinct Burial Mound,,1.5,39,Verka Dolezalkova,2022-09-29 08:46:23.537 GMT,Verka Dolezalkova,2022-09-29 08:46:23 GMT,8686,29 Sep,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,High,42.5779,26.746863333333334,4713974.0916680135,479226.57093028503,1.2,098,,Southwest,0071,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8686_1.jpg''}}",NA,NA,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,no observation ,,,POINT(479226.57093 4713974.091668)
1000081664441575147,9980,Mathias Kaas,Burial Mound,,1.1,30,Mathias Kaas,2022-09-29 08:53:37.732 GMT,Mathias Kaas,2022-09-29 08:53:37 GMT,9980,29 Sep,Survey,"the eastern-most mound in the gm locale. Overploughed on freshly harrowed field. Not marked in map.
20 m south of railway and dirtroad.",Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,Low,42.60077,26.780786666666668,4716505.820940925,482017.0348110136,1.3,099,155,East,681 to 683,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9980_1.jpg''}}",NA,NA,,,,none,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last week,,none,,,POINT(482017.034811 4716505.820941)
1000031664442563785,8687,Verka Dolezalkova,Extinct Burial Mound,,0.3,15,Verka Dolezalkova,2022-09-29 09:09:26.956 GMT,Verka Dolezalkova,2022-09-29 09:15:06 GMT,8687,29 Sep,Legacy verification,South from the road connecting Straldzha and Malenovo ,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,Low,42.57894833333333,26.733324999999997,4714093.908710219,478115.9258937528,2.1,097,153,Southeast,0072,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8687_1.jpg''}}",NA,NA,,,,,No,,,5 - extinct or near extinct,Agriculture,,4 - minimal,Agriculture,,Last month,,,recognizable thanks to soilmarks ,,POINT(478115.925894 4714093.90871)
1000081664443143435,9981,Mathias Kaas,Burial Mound,,1.1,20,Mathias Kaas,2022-09-29 09:19:09.082 GMT,Mathias Kaas,2022-09-29 09:19:09 GMT,9981,29 Sep,Survey,"Low overploughed mound with seedlings on top in a necropolis of three mounds. Surface visibility is 70%, no artifacts.",Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,Low,42.603566666666666,26.790851666666672,4716814.275320692,482843.47552861867,15.4,100,157,East,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9981_1.jpg''}}",NA,NA,,,,none,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,none,,,POINT(482843.475529 4716814.275321)
1000081664443575389,9982,Mathias Kaas,Burial Mound,,1.3,28,Mathias Kaas,2022-09-29 09:26:22.749 GMT,Mathias Kaas,2022-09-29 09:26:22 GMT,9982,29 Sep,Legacy verification,"Overploughed mound on field with seedlings, the middle mound of necropolis of three. The eastern most of the three.
Compact clay soil",Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,Low,42.603681666666674,26.79136,4716826.942082673,482885.20581559837,1.2,101,157,Northeast,691 to 692,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9982_1.jpg''}}",NA,NA,,,,none,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,none,,,POINT(482885.205816 4716826.942083)
1000081664443919155,9983,Mathias Kaas,Burial Mound,,0.9,38,Mathias Kaas,2022-09-29 09:32:06.675 GMT,Mathias Kaas,2022-09-29 09:32:06 GMT,9983,29 Sep,Legacy verification,"Overploughed low mound in field with new seedlings.
Northernmost mound in the necropolis of three. approx visibility 70%",Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,Low,42.604045,26.790838333333333,4716867.392468022,482842.51304393704,1.2,102,154,North,693 to 699,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9983_1.jpg''}}",NA,NA,,,,none ,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,none,,,POINT(482842.513044 4716867.392468)
1000031664444217267,8688,Verka Dolezalkova,Burial Mound,,3,65,Verka Dolezalkova,2022-09-29 09:37:02.444 GMT,Verka Dolezalkova,2022-09-29 09:37:02 GMT,8688,29 Sep,Legacy verification,"South from Stralzha, half ploughed half vineyard, local toponym Lyubnatsata",Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,Low,42.58770166666667,26.7141,4715071.028967213,476541.55100104905,9.6,098,,South,0073,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8688_1.jpg''}}",NA,NA,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(476541.551001 4715071.028967)
1000031664445448958,8689,Verka Dolezalkova,Uncertain Feature,,3,57,Verka Dolezalkova,2022-09-29 09:57:38.294 GMT,Verka Dolezalkova,2022-09-29 10:06:04 GMT,8689,29 Sep,Legacy verification,overgrown vineyard around the mound ,Perennial agriculture,e.g orchard or vineyard,Scrub,,Valley Bottom or Plain,Low,42.59257833333333,26.707333333333334,4715614.433232327,475988.2091284037,2.1,099,,West,0076-0077,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8689_1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/8689_2.jpg''}}",NA,NA,,,,,No,,,2 - minor damage,Agriculture,overgrown with scrub and vineyard ,3 - impaired,Agriculture,,Last month,,no observation ,,,POINT(475988.209128 4715614.433232)
1000081664447592744,9984,Mathias Kaas,Burial Mound,,1.5,32,Mathias Kaas,2022-09-29 10:33:17.902 GMT,Mathias Kaas,2022-09-29 10:41:27 GMT,9984,29 Sep,Legacy verification,"overploughed mound, Kirova Mogile, in harrowed field, with plaughed out geodetic marker in a locent shaped patch. ",Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,Medium,42.58681166666667,26.766015,4714959.1249911515,480800.97018311825,1.1,103,156,Southwest,742 to 747,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''BurialMound/Photo/9984_1.jpg''}}",NA,NA,,,,none,No,,,4 - seriously damaged,Agriculture,Animal burrowing ,4 - minimal,Agriculture,,Last month,,none,,,POINT(480800.970183 4714959.124991)
